seqnames,start,end,width,strand,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS
chr7,119861681,119862064,384,*,105.586614727592,2.42691929048243,0.326594942450883,7.43097634112143,1.07798994245345e-13,2.81144879902831e-11,Promoter (<=1kb),7,119857993,119861832,3840,2,233805,ENSMUST00000142120.1,0
chr10,25621069,25621894,826,*,128.894533605354,2.21596306513768,0.300314341842907,7.37881198593188,1.59708173724053e-13,4.03398135533602e-11,Promoter (<=1kb),10,25615632,25621563,5932,2,102640972,ENSMUST00000218080.1,0
chr8,38661409,38661750,342,*,86.2503207093852,2.73369986608719,0.373672498647595,7.31576414100868,2.55920830594218e-13,6.19778380729162e-11,Promoter (<=1kb),8,37522298,38661508,1139211,2,244431,ENSMUST00000135764.7,0
chr9,37401765,37402213,449,*,136.717409406249,2.08708785106503,0.28538743380532,7.31317361537636,2.60905553222029e-13,6.30119077469268e-11,Promoter (<=1kb),9,37401897,37414019,12123,1,74144,ENSMUST00000156972.1,0
chr9,112217159,112217606,448,*,87.7166376494334,2.61373975342291,0.363678564035401,7.18695026844773,6.62545290742762e-13,1.46745458466221e-10,Promoter (<=1kb),9,112116220,112217261,101042,2,74100,ENSMUST00000159451.7,0
chr13,95671179,95672120,942,*,174.834540412468,-2.31646419773701,0.327086081644115,-7.0821240270854,1.41961510689862e-12,2.94676888298881e-10,Promoter (<=1kb),13,95668427,95671519,3093,2,544963,ENSMUST00000238783.1,0
chr8,124682211,124682648,438,*,63.5467792238762,3.01494125341461,0.429136167459942,7.02560511564443,2.13140477098087e-12,4.20628299480105e-10,Promoter (<=1kb),8,124679035,124682530,3496,2,234875,ENSMUST00000131633.1,0
chr1,164681583,164682021,439,*,111.173638885444,2.3813276163001,0.338954599363793,7.02550613200051,2.13291643828395e-12,4.20628299480105e-10,Exon (ENSMUST00000194720.1/ENSMUST00000194720.1, exon 1 of 3),1,164796644,164824266,27623,1,56429,ENSMUST00000027861.5,-114623
chr4,110286420,110286879,460,*,82.0871174032299,2.59691127742527,0.371254509367492,6.99496224799974,2.65330365209371e-12,5.08615110284876e-10,Promoter (<=1kb),4,110213217,110286616,73400,2,15572,ENSMUST00000138972.7,0
chr9,45944602,45945457,856,*,287.672891293039,1.50713133381651,0.21565809686417,6.98852190449293,2.77797309352721e-12,5.2957814166644e-10,Promoter (<=1kb),9,45942346,45944631,2286,2,214597,ENSMUST00000160598.7,0
chr3,127161842,127162806,965,*,258.817787645169,1.55024325687451,0.223065966316219,6.94970766933077,3.66043919016641e-12,6.68064255676086e-10,Promoter (<=1kb),3,127031173,127162346,131174,2,109676,ENSMUST00000182994.7,0
chr7,86321273,86321702,430,*,47.5037315549954,6.51911492427581,0.939743063009906,6.93712481728327,4.00160259903163e-12,7.25821547962625e-10,Promoter (<=1kb),7,86320995,86322050,1056,2,258614,ENSMUST00000044256.5,348
chrX,114473885,114474790,906,*,203.553939901903,1.79200278083859,0.258750503248912,6.92560114217335,4.34128032160934e-12,7.84206030554317e-10,Promoter (<=1kb),20,114474333,114560829,86497,1,237010,ENSMUST00000040504.11,0
chr8,54724092,54724754,663,*,348.381965621966,1.33173175519972,0.192842455903564,6.90580167608779,4.99206998323907e-12,8.87219663634054e-10,Promoter (<=1kb),8,54629233,54724388,95156,2,244484,ENSMUST00000127511.8,0
chr4,144404505,144405010,506,*,163.821930585555,1.77438627757601,0.259030939374795,6.8500939766451,7.38014899890107e-12,1.25593608986704e-09,Exon (ENSMUST00000133334.1/ENSMUST00000133334.1, exon 1 of 2),4,144395056,144408417,13362,2,77632,ENSMUST00000123854.1,3407
chrX,44368122,44368630,509,*,73.3883811767435,3.07639158552645,0.449985183790769,6.83665084172391,8.1065995679708e-12,1.3637652006026e-09,Promoter (<=1kb),20,44365458,44368342,2885,2,245403,ENSMUST00000115057.1,0
chr13,83571837,83572760,924,*,1270.67750423195,0.874134068343404,0.128124892175642,6.82251554323325,8.94599468989717e-12,1.49357447709056e-09,Promoter (<=1kb),13,83572348,83635453,63106,1,17260,ENSMUST00000196730.4,0
chr13,32965961,32966528,568,*,197.309826751317,1.61962686861216,0.238277172827084,6.79723890205593,1.06643177958042e-11,1.75061627995481e-09,Promoter (<=1kb),13,32965503,32979062,13560,1,20708,ENSMUST00000164541.1,458
chr5,32739199,32739475,277,*,222.052048842377,1.52862185748823,0.227725274376274,6.71257005475143,1.91225943378781e-11,2.96777277477576e-09,Promoter (<=1kb),5,32737898,32740384,2487,2,320951,ENSMUST00000201314.1,909
chr4,128688469,128689330,862,*,159.399460734398,-1.88296801338851,0.280719821143935,-6.70764182491784,1.97794690590811e-11,3.05894694122125e-09,Promoter (<=1kb),4,128688738,128705663,16926,1,54383,ENSMUST00000148723.1,0
chr12,58268141,58269045,905,*,163.019820620812,1.84923708461611,0.276295543440507,6.69296747095122,2.18689766525595e-11,3.34686463520212e-09,Promoter (<=1kb),12,58264720,58269290,4571,2,66864,ENSMUST00000062254.3,245
chr7,99594274,99595019,746,*,218.37346056252,-1.64422573057636,0.246267965432671,-6.67657170792637,2.44596413177213e-11,3.69839845873031e-09,Promoter (<=1kb),7,99594593,99601141,6549,1,109689,ENSMUST00000162043.7,0
chr19,20424109,20424540,432,*,101.161079015539,2.22013600840027,0.335415754992901,6.61905702207477,3.61497399219213e-11,5.24987129093445e-09,Intron (ENSMUST00000235940.1/68994, intron 5 of 8),19,20417231,20440923,23693,1,68994,ENSMUST00000238058.1,6878
chr1,17726872,17727835,964,*,252.919594541592,1.58008422186029,0.23906983228942,6.6092999134555,3.86141728981787e-11,5.57105821492676e-09,Promoter (<=1kb),1,17676027,17727284,51258,2,102634913,ENSMUST00000155588.7,0
chr12,98577847,98578318,472,*,101.536320530185,2.19614045719785,0.333008640111272,6.59484527627879,4.25699584590467e-11,6.11177032260894e-09,Promoter (<=1kb),12,98429437,98578310,148874,2,72258,ENSMUST00000221240.1,0
chr5,115716206,115716887,682,*,98.4677034778639,2.30073447210502,0.349466556250238,6.5835612334176,4.593112917207e-11,6.53051757867147e-09,Promoter (<=1kb),5,115667254,115716559,49306,2,75665,ENSMUST00000117847.2,0
chr2,29869760,29870612,853,*,241.635005991281,-1.49208487050595,0.226703827163949,-6.58164835226576,4.65260949273339e-11,6.60445784224531e-09,Promoter (<=1kb),2,29869544,29871309,1766,1,99151,ENSMUST00000134152.1,216
chr7,98562955,98563419,465,*,87.7076944731809,2.40365834643206,0.365231980572397,6.58118257515406,4.66721037913738e-11,6.61453262607265e-09,Exon (ENSMUST00000069035.5/ENSMUST00000069035.5, exon 1 of 2),7,98593499,98595016,1518,2,233545,ENSMUST00000205513.1,31597
chr1,132367607,132368324,718,*,289.130848355239,-1.37409195282141,0.210543203202889,-6.52641325826734,6.73632985036033e-11,9.024634482811e-09,Promoter (<=1kb),1,132356316,132367886,11571,2,68875,ENSMUST00000138717.1,0
chr7,135593791,135594253,463,*,163.582070752804,-1.79958154513056,0.27578515336056,-6.52530247985395,6.78644369888361e-11,9.07797549232152e-09,Promoter (<=1kb),7,135593388,135683355,89968,1,19267,ENSMUST00000211788.1,403
chr13,64197879,64198316,438,*,78.4335424252921,2.4442784580393,0.374603131254548,6.52498138457467,6.80099803336021e-11,9.08366028237529e-09,Exon (ENSMUST00000221788.1/ENSMUST00000221788.1, exon 1 of 1),13,64196454,64209182,12729,2,218294,ENSMUST00000221217.1,10866
chr6,37064124,37064856,733,*,172.014242174193,-1.89706962465894,0.290952021235952,-6.52021462714116,7.02068593700149e-11,9.3346531933417e-09,Promoter (<=1kb),6,37034608,37064510,29903,2,320127,ENSMUST00000146656.1,0
chr5,92809075,92809565,491,*,102.30526268241,2.19456719202506,0.337392135611731,6.50450013615775,7.7952145990685e-11,1.02104570183817e-08,Promoter (<=1kb),5,92809378,92965318,155941,1,27428,ENSMUST00000113054.8,0
chr4,106941445,106941808,364,*,80.964001703021,2.40709241400671,0.370127497920913,6.50341416816604,7.8517229894088e-11,1.02388326177864e-08,Promoter (<=1kb),4,106941698,107048543,106846,1,72475,ENSMUST00000141963.7,0
chrX,98514409,98514917,509,*,104.181632981932,2.09218309420438,0.32274191588748,6.48252672247812,9.01991020610123e-11,1.15570221582592e-08,Distal Intergenic,20,98563569,98578435,14867,2,94190,ENSMUST00000154920.1,63518
chr18,78123032,78123755,724,*,197.614928906362,-1.88598088020202,0.292673138501549,-6.44398351641703,1.16377730089847e-10,1.4634707079715e-08,Promoter (<=1kb),18,78100091,78123426,23336,2,108052,ENSMUST00000091813.11,0
chr5,137289676,137290107,432,*,137.037483251415,-1.99319774921504,0.309483431465351,-6.44040212355664,1.19157376576768e-10,1.49203992329478e-08,Promoter (<=1kb),5,137289247,137290154,908,1,11423,ENSMUST00000137126.1,429
chr13,114150787,114151291,505,*,52.1698669755613,3.04148386987568,0.472318621415095,6.43947482054215,1.19887601471097e-10,1.49905416239434e-08,Promoter (<=1kb),13,114124348,114151592,27245,2,319803,ENSMUST00000225044.1,301
chrX,96713032,96713824,793,*,181.732461596272,1.69232019739917,0.263657372980465,6.4186340714415,1.37502479808034e-10,1.69053258020054e-08,Promoter (<=1kb),20,96713441,96716520,3080,1,76206,ENSMUST00000139205.7,0
chr12,69474995,69475782,788,*,190.259881354195,1.58459442043458,0.247252476452384,6.40881111959153,1.46658748508013e-10,1.79559194423311e-08,Promoter (<=1kb),12,69464787,69475547,10761,2,76062,ENSMUST00000223143.1,0
chr1,132102107,132102559,453,*,66.0752359177694,2.64767249919107,0.41323429474632,6.40719449680828,1.48221687664779e-10,1.81221057018385e-08,Exon (ENSMUST00000193350.1/ENSMUST00000193350.1, exon 1 of 1),1,132114934,132116255,1322,2,18557,ENSMUST00000189733.1,13696
chr10,78297678,78298625,948,*,1120.1120696739,0.871185780673824,0.136210819541888,6.39586329194586,1.59642789441898e-10,1.93066831074943e-08,Promoter (<=1kb),10,78271563,78298198,26636,2,28169,ENSMUST00000105389.7,0
chr6,118757856,118758941,1086,*,142.655042694216,-1.97511604640048,0.308969754610413,-6.39258703134534,1.6310233529943e-10,1.96417992640921e-08,Promoter (<=1kb),6,118592319,118757974,165656,2,12288,ENSMUST00000112825.8,0
chr3,90695529,90695974,446,*,52.6303499787782,3.51260808678673,0.549544536348704,6.39185335209641,1.63887040283862e-10,1.97093729537558e-08,Promoter (<=1kb),3,90692632,90695711,3080,2,20202,ENSMUST00000069960.11,0
chr2,70877192,70877758,567,*,87.3538932362838,-2.52856548471999,0.395614471921099,-6.39148884630361,1.64278267078212e-10,1.97295065387991e-08,Distal Intergenic,2,70712407,70825728,113322,2,228012,ENSMUST00000038584.8,-51464
chr3,75164786,75165403,618,*,254.707260197767,1.45174109669444,0.227368667350859,6.38496549946446,1.71436115425437e-10,2.0422211414842e-08,Promoter (<=1kb),3,75112153,75165034,52882,2,213234,ENSMUST00000124618.1,0
chr5,84416799,84417859,1061,*,572.156907385127,1.06420149115619,0.167444479154557,6.35554839747147,2.07684345857857e-10,2.41846637464489e-08,Promoter (<=1kb),5,84054761,84416921,362161,2,13839,ENSMUST00000053733.14,0
chr14,25479794,25480246,453,*,139.412315522971,-1.93229534115681,0.304103857793645,-6.35406388848904,2.09699673148293e-10,2.43550007738713e-08,Exon (ENSMUST00000224666.1/ENSMUST00000224666.1, exon 1 of 2),14,25459292,25649574,190283,1,328365,ENSMUST00000159766.7,20502
chr4,139179669,139180203,535,*,85.4934035829759,-2.64598627497369,0.417307920767403,-6.34060880058995,2.28858984161351e-10,2.63373070127825e-08,Promoter (<=1kb),4,139175405,139180655,5251,2,100038595,ENSMUST00000097827.3,452
chr2,181219449,181220320,872,*,414.619741350009,1.13811248368483,0.179560937354723,6.3383077658839,2.32302442720531e-10,2.66987287232076e-08,Promoter (<=1kb),2,181220013,181222854,2842,1,332713,ENSMUST00000050026.6,0
chr8,45062686,45063376,691,*,158.80253914529,1.64483574708371,0.260424727831279,6.31597375864151,2.68465604396713e-10,3.03796918597933e-08,Promoter (2-3kb),8,45060702,45065418,4717,2,434310,ENSMUST00000139751.1,2042
chr12,4077275,4077636,362,*,392.151359530022,1.3329253433373,0.211613048455856,6.29888068369922,2.99802648405843e-10,3.33689432604443e-08,Exon (ENSMUST00000219162.1/ENSMUST00000219162.1, exon 1 of 1),12,4082583,4110606,28024,1,217378,ENSMUST00000020986.14,-4947
chr1,83159558,83160069,512,*,114.114634368215,1.92249734729954,0.307917667713765,6.24354348217089,4.27767319560019e-10,4.57627970313771e-08,Promoter (<=1kb),1,83159752,83179824,20073,1,71227,ENSMUST00000133079.1,0
chr16,10975020,10975320,301,*,472.878913480761,1.38530612928727,0.222082469171491,6.23780046419397,4.43766190364394e-10,4.7188030413754e-08,Promoter (<=1kb),16,10960824,10975579,14756,2,56722,ENSMUST00000117360.7,259
chr7,63925304,63925998,695,*,515.699261829046,1.06910073927516,0.171478667985964,6.2345990427373,4.52936691175986e-10,4.81051508440308e-08,Promoter (<=1kb),7,63891400,63924870,33471,2,50794,ENSMUST00000183817.1,-434
chr9,32709833,32710759,927,*,183.224627984642,-1.59920199502094,0.256854538749168,-6.22609981045593,4.78189494120233e-10,5.04830662104033e-08,Exon (ENSMUST00000183616.1/ENSMUST00000183616.1, exon 2 of 3),9,32696384,32754428,58045,1,23871,ENSMUST00000184364.1,13449
chr6,113934579,113935198,620,*,186.825152289067,1.62249505699954,0.261169416734024,6.21242363401183,5.21735382881847e-10,5.468729782616e-08,Promoter (<=1kb),6,113748294,113934681,186388,2,11941,ENSMUST00000101044.8,0
chr10,62189833,62190449,617,*,94.4953039514286,2.11075177223102,0.341452238321213,6.18168966356394,6.34191053225119e-10,6.52336169473753e-08,Promoter (<=1kb),10,62187709,62188905,1197,2,70423,ENSMUST00000218394.1,-928
chr13,4771127,4771960,834,*,896.035756815553,0.844550524339419,0.137297686794249,6.15123636864357,7.68812381612225e-10,7.76315567742049e-08,Exon (ENSMUST00000065956.4/ENSMUST00000065956.4, exon 1 of 3),13,4590757,4609174,18418,2,56043,ENSMUST00000110691.9,-161953
chr9,32613062,32613445,384,*,41.7547086654821,3.33203027311297,0.54244993288993,6.14255818110513,8.12029192170574e-10,8.12508482953694e-08,Distal Intergenic,9,32636221,32729830,93610,1,23871,ENSMUST00000183879.1,-22776
chr13,78427120,78427602,483,*,48.4091618053541,2.97342135572761,0.485688193205713,6.12207872730442,9.23623651073425e-10,9.1174996740677e-08,Exon (ENSMUST00000225497.1/ENSMUST00000225497.1, exon 1 of 3),13,78202553,78231386,28834,1,320174,ENSMUST00000134705.1,224567
chr6,71871450,71871781,332,*,38.4682111605326,3.52283080517749,0.576302212163166,6.11281846716231,9.78867007774474e-10,9.61974185834286e-08,Promoter (<=1kb),6,71871497,71874532,3036,1,76614,ENSMUST00000206330.1,0
chr11,74992641,74993089,449,*,51.6239011525987,2.87944966623351,0.471378582666194,6.10857126759318,1.00526969405213e-09,9.83535339290603e-08,Promoter (<=1kb),11,74993853,75139369,145517,1,103677,ENSMUST00000140197.2,-764
chr10,122096655,122097837,1183,*,1426.48267135171,-0.785318971083359,0.128817737231068,-6.09635744241248,1.08512630398361e-09,1.05183927642406e-07,Promoter (<=1kb),10,122078114,122097371,19258,2,216395,ENSMUST00000140299.2,0
chr14,18238879,18239662,784,*,756.518498441586,-0.911100618587458,0.149595154597594,-6.0904420403073,1.12599344868429e-09,1.08479316380784e-07,Promoter (<=1kb),14,18204054,18239127,35074,2,353187,ENSMUST00000090543.5,0
chrX,122396800,122398050,1251,*,669.560709495943,0.914569551936543,0.150246673842705,6.08712012416339,1.14959719177838e-09,1.10271264036613e-07,Promoter (<=1kb),20,122394565,122397401,2837,2,54561,ENSMUST00000079490.5,0
chr10,77583696,77584337,642,*,205.806999501213,-1.47804839746488,0.244295782814241,-6.05024114799707,1.44629175937028e-09,1.36356696440652e-07,Promoter (<=1kb),10,77583945,77592999,9055,1,108705,ENSMUST00000161165.1,0
chr6,24514863,24515287,425,*,144.589499820599,1.65720471168438,0.274782353550045,6.03097211401735,1.62976311692399e-09,1.50910586431811e-07,Promoter (<=1kb),6,24444865,24515067,70203,2,214704,ENSMUST00000052277.4,0
chr4,120975022,120975776,755,*,181.439014424545,1.47623288371267,0.245592246683279,6.01090996824691,1.84484844456857e-09,1.67829804009916e-07,Promoter (<=1kb),4,120971890,120975708,3819,2,69780,ENSMUST00000151615.1,0
chr10,76541263,76541719,457,*,167.072306587728,-1.64797929679801,0.274481802504797,-6.00396558809838,1.92555528870518e-09,1.73915522346249e-07,Promoter (<=1kb),10,76541882,76542746,865,1,16987,ENSMUST00000163049.1,-163
chr1,96871489,96872625,1137,*,288.940772582173,1.26418080746495,0.210607098200837,6.00255555612575,1.94235767669249e-09,1.75074349607154e-07,Promoter (<=1kb),1,96816270,96872171,55902,2,227394,ENSMUST00000071985.5,0
chr8,94178758,94179377,620,*,316.3354877769,-1.30559390643116,0.21763395949944,-5.99903576369255,1.98492642177092e-09,1.78546157073419e-07,Promoter (<=1kb),8,94179082,94180327,1246,1,17748,ENSMUST00000034215.7,0
chr11,3196475,3196911,437,*,329.60163903545,1.40031539407684,0.234528352095945,5.97077232480604,2.36133076387696e-09,2.08991997487231e-07,Promoter (2-3kb),11,3193516,3194263,748,2,78887,ENSMUST00000146218.1,-2212
chr4,17852978,17853540,563,*,85.6204141162406,2.09883174287161,0.351629587618087,5.96887126902187,2.389005030112e-09,2.11017606627689e-07,Promoter (<=1kb),4,17853091,17996293,143203,1,17389,ENSMUST00000142434.7,0
chr8,104886402,104887096,695,*,163.07938627587,1.58276959349804,0.265904867893426,5.952390439623,2.64254031101587e-09,2.31325931972861e-07,Exon (ENSMUST00000211877.1/ENSMUST00000211877.1, exon 1 of 12),8,104867488,104873861,6374,1,667754,ENSMUST00000043209.10,18914
chr11,75132268,75132635,368,*,75.5026007403589,2.24572003882961,0.377368581147881,5.95099897293668,2.66510758230905e-09,2.32608478807631e-07,Promoter (<=1kb),11,75132435,75139369,6935,1,103677,ENSMUST00000142038.1,0
chr4,62208027,62208749,723,*,111.463591628384,2.0559690569149,0.345792420685879,5.94567414993333,2.7532135838049e-09,2.38879216377529e-07,Promoter (<=1kb),4,62189540,62208446,18907,2,22696,ENSMUST00000068822.3,0
chr6,22134883,22135607,725,*,178.131534015425,-1.57647167148843,0.265296704542038,-5.9422964722075,2.81056505664119e-09,2.43615467918421e-07,Promoter (<=1kb),6,22135546,22145551,10006,1,214642,ENSMUST00000154734.1,0
chr3,18242788,18244084,1297,*,268.633511735791,1.43328771600443,0.241391679980705,5.93760197583861,2.89221151234755e-09,2.49710312670383e-07,Promoter (<=1kb),3,18071950,18243338,171389,2,13123,ENSMUST00000035625.6,0
chr5,38876576,38877166,591,*,170.911804180979,1.5257082222838,0.256968353878492,5.93733897289637,2.89685333316307e-09,2.49866355210363e-07,Promoter (<=1kb),5,38706462,38876812,170351,2,27278,ENSMUST00000169819.4,0
chr6,5495967,5496939,973,*,141.53121268428,1.68269358436052,0.284035407865253,5.92423880180033,3.13747256051576e-09,2.69428017362475e-07,Promoter (<=1kb),6,5483351,5496309,12959,2,27273,ENSMUST00000019721.6,0
chr10,64090107,64090458,352,*,91.4040078253837,2.19734948003269,0.372487523725104,5.89912236001315,3.65440162049976e-09,3.07095149332979e-07,Promoter (<=1kb),10,63928472,64090274,161803,2,216028,ENSMUST00000105439.1,0
chr2,154222606,154223669,1064,*,259.449732278355,1.33590133873499,0.226799540465412,5.89022947750953,3.85659707530585e-09,3.23469786281981e-07,Promoter (<=1kb),2,154223742,154240902,17161,1,228802,ENSMUST00000045959.7,-73
chr1,192744990,192746469,1480,*,297.146617420768,-1.42476719438311,0.241919687487312,-5.88942226728789,3.87548041146471e-09,3.24436229089684e-07,Exon (ENSMUST00000082947.1/ENSMUST00000082947.1, exon 1 of 1),1,192726197,192737280,11084,2,226861,ENSMUST00000154203.2,-7710
chr4,59894990,59895557,568,*,175.733379327394,1.48802313893865,0.25320804368417,5.87668194614974,4.18571309115631e-09,3.48751399254831e-07,Intron (ENSMUST00000030080.6/209131, intron 8 of 8),4,59884780,59894554,9775,1,209131,ENSMUST00000143185.1,10210
chr6,112273426,112273989,564,*,340.733626566997,1.14680393992601,0.195325373690743,5.8712491790326,4.32523596709247e-09,3.59696416010505e-07,Promoter (<=1kb),6,112273758,112330425,56668,1,30937,ENSMUST00000032376.5,0
chr17,84776412,84777215,804,*,105.308826749418,-2.09308508074982,0.357519310690825,-5.8544672082339,4.78541615146001e-09,3.90958298965248e-07,Promoter (<=1kb),17,84770437,84777543,7107,2,72416,ENSMUST00000159222.1,328
chr10,58223995,58225665,1671,*,449.407192193779,1.22918722507951,0.210006193994914,5.85309986194634,4.82494212773584e-09,3.93458185424764e-07,Exon (ENSMUST00000204003.1/ENSMUST00000204003.1, exon 1 of 1),10,58230651,58232675,2025,2,664783,ENSMUST00000176875.3,7010
chr11,30471566,30472309,744,*,272.6192117532,1.20185485183862,0.205899969286289,5.83708125846064,5.31231913934697e-09,4.28838421952119e-07,Promoter (<=1kb),11,30426006,30471808,45803,2,75087,ENSMUST00000041763.13,0
chr16,76323489,76324246,758,*,309.313051129426,-1.17701492361558,0.201798605197342,-5.83262169956307,5.45631806453105e-09,4.38434241773824e-07,Promoter (<=1kb),16,76294646,76323658,29013,2,268903,ENSMUST00000140483.1,0
chr8,91160067,91160742,676,*,197.768113819158,1.53374218031926,0.264270572730134,5.80368129706777,6.48745345656104e-09,5.08339552980239e-07,Exon (ENSMUST00000211474.1/ENSMUST00000211474.1, exon 1 of 2),8,91123499,91134465,10967,2,14339,ENSMUST00000120349.7,-25602
chr5,72752654,72753037,384,*,38.8927382556085,3.21575817795548,0.558052671341057,5.76246355066751,8.28949489216542e-09,6.34319057060908e-07,Promoter (<=1kb),5,72695978,72752773,56796,2,22165,ENSMUST00000197313.4,0
chr14,66999256,66999933,678,*,105.575383573822,-1.9398498990543,0.336826515304519,-5.75919593889605,8.45155519451194e-09,6.42814058245571e-07,Promoter (<=1kb),14,66989246,66999905,10660,2,12177,ENSMUST00000151059.7,0
chr1,83038007,83038924,918,*,144.879715278555,1.64644086547187,0.286467012915698,5.74740124077179,9.06254992329054e-09,6.82221947769349e-07,Promoter (<=1kb),1,83012523,83038448,25926,2,80721,ENSMUST00000045560.14,0
